DEPTH,Gamma Ray - Corrected gAPI,Resistivity Phase - Corrected - 2MHz ohm.m,Bulk Density - Compensated kg/m3,Neutron Porosity (Sandstone) Euc,Corrected Drilling Exponent unitless,ROP for the Bit - Distance Over Time (On Bottom) m/s,Chrom 1 Total Gas Euc,Surface Torque Average N.m,Weight On Bit N,Mechanical Specific Energy Pa,28 Stick Slip RPM Average RPM,Mud Weight In kg/m3,ECD at Bit kg/m3,Annular Pressure Pa,PHI_COMBINED,PREDICTED_PORE_PRESSURE_PSI,FLUID_CLASS
507.0201381943813,157.46,1.2959,1630.0,0.871548,0.0024490617215633392,0.006798623821174556,0.0,5393.221282958984,159243.77797102928,721711900.1874101,2.176498232409358,1030.0,1033.7428324520588,10658000.0,0.4,10501.38434819943,Background
507.4538594417674,157.46,1.2959,1630.0,0.871548,0.002479398623108864,0.0068000586578052455,0.0,5393.877975463867,159240.8337123394,721711901.5414078,2.176482094451785,1030.0,1033.7462922632694,10658000.0,0.4,10511.195351247949,Background
507.88758068915354,157.46,1.2959,1630.0,0.871548,0.0,0.006800058205627784,0.0,5395.862716674805,159237.9064695835,721711902.8767216,2.1764664743095636,1030.0,1033.3378936648369,10658000.0,0.4,10521.006354296467,Background
508.32130193653967,157.46,1.2959,1630.0,0.871548,0.0,0.006801605851095554,0.0,6209.134674072266,265881.86176657677,312645767.34092236,0.5880256872624159,1030.0,1032.8667650222778,28571100.549155384,0.4,10530.817357344986,Background
508.7550231839258,163.50302936630575,1.2959,1630.0,0.871548,0.0,0.006803290644667697,0.0,5409.838897705078,156992.89664316177,721135254.0700418,2.1963998209685087,1030.0,1033.2486284971237,10683300.0,0.4,10540.628360393504,Background
509.18874443131193,166.62443167560696,1.3491032802982073,1630.0,0.871548,0.0,0.006804418662123829,0.0,5416.393615722656,155747.31958007812,721135828.9263012,2.2073984015733004,1030.0,1033.2039064764977,10683300.0,0.4,10550.439363442023,Background
509.62246567869806,166.84216374215836,1.43684,1630.0,0.871548,0.0,0.006805185546031458,0.0,5417.4644775390625,155657.5971312523,721135870.3303164,2.208146909251809,1030.0,1033.200740531087,10683300.0,0.4,10560.250366490542,Background
510.0561869260842,181.156,1.43684,1630.0,0.871548,0.0,0.006805980429939086,0.0,6253.735443115234,255596.55517983437,312650126.36275494,0.6249239835888147,1030.0,1032.5235449969769,28571117.53781619,0.4,10570.06136953906,Background
510.4899081734703,181.156,1.43684,1630.0,0.871548,0.0,0.006808000790253659,0.0,6254.392196655273,255593.3207886219,312650127.71314,0.6248921323567629,1030.0,1032.5206986367702,28571117.543839246,0.4,10579.872372587579,Background
510.9236294208564,181.156,1.43684,1630.0,0.871548,0.0,0.006808529890280935,0.0,5448.930709838867,150283.02772569656,719985264.3007609,2.255895219743252,1030.0,1032.996155500412,10733800.0,0.4,10589.683375636097,Background
511.35735066824253,172.68821856532497,1.43684,1630.0,0.871548,0.0,0.006719962101536512,0.0,6240.065246582031,259257.62973332405,312648574.6788471,0.6113775540143251,1030.0,1032.836844265461,28571111.49353984,0.4,10599.494378684616,Background
511.79107191562866,169.308,1.4657434412219263,1630.0,0.871548,0.0,0.006687116776043276,0.0,5428.280090332031,155159.3970925808,719407612.1678435,2.21239354647696,1030.0,1033.4293455779552,10759000.0,0.4,10609.305381733135,Background
512.2247931630149,171.43858959905475,1.525055515046828,1630.0,0.871548,0.0,0.006689418312746613,0.0,5432.973083496094,154308.23638176918,719408004.9922316,2.219897646456957,1030.0,1033.3959821760654,10759000.0,0.4,10619.116384781655,Background
512.6585144104009,174.79835830530038,1.57227,1630.0,0.871548,0.0,0.006684105297808892,0.0,5439.933364868164,152967.77709126472,719408623.6390827,2.231722543016076,1030.0,1033.3619294762611,10759000.0,0.4,10628.927387830174,Background
513.092235657787,178.1654191290104,1.569049130830078,1630.0,0.871548,0.0,0.006661315840403681,0.0,5446.790603637695,151624.47393488884,719409243.5993903,2.2435329519212246,1030.0,1033.365807056427,10759000.0,0.4,10638.738390878692,Background
513.5259569051732,185.40296090553704,1.55481,1630.0,0.871548,0.0,0.006616870617019728,0.0,5460.800811767578,148740.41888022423,719410574.6517571,2.2689538653939962,1030.0,1033.3624614179134,10759000.0,0.4,10648.549393927213,Background
513.9596781525593,177.1813409400866,1.55481,1630.0,0.871548,0.0,0.006619597856223292,0.0,6251.194595336914,257290.31862950325,312649408.3514308,0.6179437432438135,1030.0,1033.000096052885,28571114.746338636,0.4,10658.360396975731,Background
